"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"29097","Jasper, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2944,3207,3398,3693,4036,4389,4782,5293,5878,6514,7219,7961,8781,9348,10060,10986,11586,12232,12822,13592,14290,15025,15700,17075,17660,18593,19246,19920,20670,21531,22168,23559,24871,25078,25733,27020,27185,28420,29485,30671,30417,30263,31872,34640,33682,34748,36119
"29099","Jefferson, MO","4","CA1","1","...","Personal income (thousands of dollars)",342146,367634,398373,444218,486135,535180,581546,651445,779647,943316,1118080,1320062,1433383,1540293,1652628,1831753,1960489,2087176,2185951,2322039,2484112,2561836,2710516,2889802,3091929,3359886,3601836,3810910,4076850,4309949,4596570,4948888,5225403,5310052,5518794,5756466,6051518,6437120,6969709,7374277,7225893,7150672,7414979,7627344,7791957,8066815,8458472
"29099","Jefferson, MO","4","CA1","2","...","Population (persons) 1/",103123,105661,108573,114305,119982,122796,128141,129004,133450,139014,144240,146673,148316,149113,150790,153010,156208,158291,161462,164931,168427,172396,174857,177148,179798,182344,185003,188051,191512,193962,196287,198937,200682,202477,204912,207829,210142,213105,214948,216409,217764,219132,219706,220150,221263,222644,224124
"29099","Jefferson, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3318,3479,3669,3886,4052,4358,4538,5050,5842,6786,7752,9000,9664,10330,10960,11971,12551,13186,13538,14079,14749,14860,15501,16313,17197,18426,19469,20265,21288,22221,23418,24877,26038,26225,26933,27698,28797,30206,32425,34076,33182,32632,33750,34646,35216,36232,37740
"29101","Johnson, MO","4","CA1","1","...","Personal income (thousands of dollars)",105724,118227,123267,136040,156683,162062,179303,191454,208236,239886,284405,278953,309707,332038,351481,395376,421754,442543,466379,496535,551215,599993,625639,675073,711038,746538,767494,816377,864624,894228,942973,993599,1057423,1129375,1166876,1254471,1302335,1367010,1404048,1477568,1463843,1508930,1582133,1634800,1660795,1726502,1765194
"29101","Johnson, MO","4","CA1","2","...","Population (persons) 1/",33777,34413,35701,36398,36566,35684,33835,35678,36883,38027,38728,39065,39003,38819,38805,38669,38833,39049,39871,40579,41904,42629,43111,43668,44859,45839,46444,46275,46966,47467,47786,48534,49355,49796,50027,50905,51178,51500,51750,51889,52351,52727,53459,54465,54491,54410,53951
"29101","Johnson, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3130,3436,3453,3738,4285,4542,5299,5366,5646,6308,7344,7141,7941,8553,9058,10225,10861,11333,11697,12236,13154,14075,14512,15459,15851,16286,16525,17642,18410,18839,19733,20472,21425,22680,23325,24643,25447,26544,27131,28476,27962,28618,29595,30016,30478,31731,32718
"29103","Knox, MO","4","CA1","1","...","Personal income (thousands of dollars)",16259,17366,20307,21985,30869,23116,24563,23726,31380,33796,42919,35560,41336,41875,38290,46144,58758,55525,55437,52142,61934,60105,60071,64822,67865,72214,64712,80142,83503,78764,74670,91960,100853,93078,102498,118603,102621,109008,117284,127525,136002,125616,128278,146410,147586,175165,136175
"29103","Knox, MO","4","CA1","2","...","Population (persons) 1/",5860,5733,5874,5960,5554,5808,5660,5496,5534,5627,5575,5506,5487,5437,5378,5282,5078,4944,4954,4845,4548,4485,4471,4455,4451,4377,4384,4361,4399,4418,4378,4356,4296,4282,4254,4236,4188,4158,4152,4117,4111,4127,4113,4087,4067,3996,3910
"29103","Knox, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2775,3029,3457,3689,5558,3980,4340,4317,5670,6006,7698,6458,7533,7702,7120,8736,11571,11231,11190,10762,13618,13401,13436,14550,15247,16499,14761,18377,18982,17828,17056,21111,23476,21737,24094,27999,24504,26216,28248,30975,33082,30438,31188,35823,36289,43835,34827
"29105","Laclede, MO","4","CA1","1","...","Personal income (thousands of dollars)",55017,60802,66626,73694,84291,94513,105656,115866,124757,137505,153974,172437,195024,211670,233383,253162,264975,282126,300079,324118,338309,355219,376497,406600,437266,460091,493074,525754,565527,587416,609648,658056,684766,709074,764683,831394,863460,868819,909577,934885,941126,967188,1011369,1046832,1060157,1108291,1139785
"29105","Laclede, MO","4","CA1","2","...","Population (persons) 1/",20019,19971,20245,21180,21278,22215,22364,22992,23279,23846,24243,24361,24463,24568,24936,25596,25831,25869,26309,26759,27104,27228,27460,27846,28470,28964,29532,30323,31061,31665,32142,32598,32889,32862,33155,33513,34236,34937,35333,35518,35355,35657,35583,35413,35630,35471,35473
"29105","Laclede, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2748,3045,3291,3479,3961,4254,4724,5039,5359,5766,6351,7078,7972,8616,9359,9891,10258,10906,11406,12112,12482,13046,13711,14602,15359,15885,16696,17338,18207,18551,18967,20187,20821,21577,23064,24808,25221,24868,25743,26321,26619,27125,28423,29561,29755,31245,32131
"29107","Lafayette, MO","4","CA1","1","...","Personal income (thousands of dollars)",97015,107472,116072,130506,150687,153965,168953,182822,201971,227498,263036,263246,299889,310737,320536,351999,399964,411622,428231,454876,486651,489352,519112,557005,574924,617326,628870,692633,740980,746591,769843,817645,873552,853447,883135,960209,951348,974961,1029521,1096896,1083924,1068483,1115330,1132632,1200225,1193800,1195983
"29107","Lafayette, MO","4","CA1","2","...","Population (persons) 1/",26877,26696,27015,27662,28629,28659,29000,28693,29011,29203,29207,29964,30031,29860,29861,30234,30366,30613,30741,31092,31236,31077,31180,31146,31559,31973,32093,32242,32492,32673,32805,33000,32927,32984,33081,33110,33280,33288,33186,33434,33246,33399,33232,33104,32872,32671,32701
"29107","Lafayette, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3610,4026,4297,4718,5263,5372,5826,6372,6962,7790,9006,8785,9986,10406,10734,11642,13171,13446,13930,14630,15580,15746,16649,17884,18217,19308,19595,21482,22805,22850,23467,24777,26530,25875,26696,29001,28586,29289,31023,32808,32603,31991,33562,34214,36512,36540,36573
"29109","Lawrence, MO","4","CA1","1","...","Personal income (thousands of dollars)",65708,69248,75349,86358,100430,106101,119479,134041,148459,164928,184329,207512,231567,251530,269686,289261,309122,326739,330681,350232,377382,383284,412078,437824,466595,494441,520361,563319,587111,607228,624705,669241,750523,760436,778263,826749,848038,882306,944377,1001205,991969,996912,1024845,1085411,1114032,1158843,1198872
"29109","Lawrence, MO","4","CA1","2","...","Population (persons) 1/",24849,24724,25315,26581,26672,27538,27797,27481,27896,28243,28820,28959,28845,28662,29303,29433,29555,29728,29771,30104,30236,30280,30609,30977,31571,31967,32476,33130,33705,34171,34723,35352,35665,36234,36441,36798,37399,37779,38323,38508,38652,38587,38483,38397,38134,38026,38180
"29109","Lawrence, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2644,2801,2976,3249,3765,3853,4298,4878,5322,5840,6396,7166,8028,8776,9203,9828,10459,10991,11107,11634,12481,12658,13463,14134,14779,15467,16023,17003,17419,17770,17991,18931,21044,20987,21357,22467,22675,23354,24643,26000,25664,25835,26631,28268,29214,30475,31401
"29111","Lewis, MO","4","CA1","1","...","Personal income (thousands of dollars)",27889,30561,33240,37907,47602,44165,52611,49950,56851,68285,79427,81519,96351,94467,91717,105038,119130,114483,116180,116190,126642,128898,132845,148609,149232,162281,157002,172980,184336,176046,176434,199238,203664,201859,219539,240742,228795,235496,258889,282945,287636,283623,305955,315562,342903,350303,317466
"29111","Lewis, MO","4","CA1","2","...","Population (persons) 1/",11102,10952,10888,10741,10836,10939,11001,10983,10991,11171,10783,10949,11123,11214,11137,11002,10701,10618,10367,10215,10273,10228,10271,10241,10211,10133,10260,10251,10247,10326,10402,10500,10420,10408,10354,10319,10272,10286,10286,10196,10204,10199,10237,10160,10132,10126,10207
"29111","Lewis, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2512,2790,3053,3529,4393,4037,4782,4548,5173,6113,7366,7445,8662,8424,8235,9547,11133,10782,11207,11374,12328,12602,12934,14511,14615,16015,15302,16874,17989,17049,16962,18975,19545,19395,21203,23330,22274,22895,25169,27751,28189,27809,29887,31059,33844,34594,31103
"29113","Lincoln, MO","4","CA1","1","...","Personal income (thousands of dollars)",59288,64516,68551,75298,88962,92460,100108,109245,125041,146161,172304,183899,215559,231333,247855,293431,332725,356732,366000,380578,412756,429467,452018,491939,510379,557973,605075,660011,728186,766249,816366,895982,955221,1002064,1102787,1219041,1326337,1429386,1529305,1617130,1599051,1603099,1646461,1709677,1749652,1841149,1930325
"29113","Lincoln, MO","4","CA1","2","...","Population (persons) 1/",18013,18090,18352,19087,19887,20028,20555,20457,20796,21077,21345,22229,22329,22576,23078,23811,24811,25979,26994,27866,28458,29017,29872,30343,31260,31842,33087,34317,35439,36847,37975,39196,40610,41970,43580,44995,46945,49117,50758,51847,52243,52704,53101,53345,53854,54256,54696
"29113","Lincoln, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3291,3566,3735,3945,4473,4617,4870,5340,6013,6935,8072,8273,9654,10247,10740,12323,13410,13732,13559,13657,14504,14801,15132,16213,16327,17523,18287,19233,20548,20795,21497,22859,23522,23876,25305,27093,28253,29102,30129,31190,30608,30417,31006,32049,32489,33934,35292
"29115","Linn, MO","4","CA1","1","...","Personal income (thousands of dollars)",46020,50620,52160,58497,68373,69006,78698,82615,94643,109005,120220,120706,141568,148211,150631,158662,169663,169612,180602,183524,197099,198133,212041,223384,229927,247322,246192,264512,283398,281745,287402,298641,302441,298083,312499,337052,335679,353761,362825,394609,411203,399808,434508,441999,442197,461493,454188
"29115","Linn, MO","4","CA1","2","...","Population (persons) 1/",15540,15198,15534,15415,15458,15116,15581,15452,15699,15459,15876,15513,15554,15574,15446,15219,14856,14468,14235,14086,14053,13855,13846,13818,13805,13911,13967,14006,13965,13797,13854,13722,13617,13495,13365,13256,13074,12928,12875,12788,12775,12745,12566,12481,12326,12326,12308
"29115","Linn, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2961,3331,3358,3795,4423,4565,5051,5347,6029,7051,7572,7781,9102,9517,9752,10425,11421,11723,12687,13029,14025,14300,15314,16166,16655,17779,17627,18886,20293,20421,20745,21764,22211,22088,23382,25426,25675,27364,28181,30858,32188,31370,34578,35414,35875,37441,36902
"29117","Livingston, MO","4","CA1","1","...","Personal income (thousands of dollars)",51503,54897,60016,66175,77781,80864,88284,93864,112598,120349,136071,139057,155760,152597,155941,165655,185049,184602,206256,214047,226620,230249,239001,262576,270452,290324,285375,310625,327478,327299,332501,361401,366203,352702,351037,390321,378837,388819,418554,440459,453268,448272,476307,479965,505160,518324,510593
"29117","Livingston, MO","4","CA1","2","...","Population (persons) 1/",15667,15411,15615,16198,15947,15948,15847,15658,15715,16050,15967,15727,15651,15597,15488,15307,14904,14871,14858,14844,14766,14577,14525,14741,14702,14778,14733,14742,14730,14686,14675,14519,14596,14556,14589,14604,14624,14717,14852,14929,15110,15128,15124,15052,14912,15092,15028
"29117","Livingston, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3287,3562,3843,4085,4877,5070,5571,5995,7165,7498,8522,8842,9952,9784,10069,10822,12416,12414,13882,14420,15347,15795,16454,17813,18396,19646,19370,21071,22232,22286,22658,24892,25089,24231,24062,26727,25905,26420,28182,29504,29998,29632,31493,31887,33876,34344,33976
"29119","McDonald, MO","4","CA1","1","...","Personal income (thousands of dollars)",28485,29752,32437,38419,45741,47531,49703,55773,60512,71167,82104,95630,104558,107828,113350,132730,138896,157386,156109,165203,184277,194325,210938,221686,243026,266753,286666,319822,342564,360632,380625,394561,445592,427172,437653,471368,475163,470912,483004,512115,508992,512597,528383,539679,559951,599156,611088
"29119","McDonald, MO","4","CA1","2","...","Population (persons) 1/",12433,12524,13155,14033,14158,14690,15383,15127,15353,15425,15127,14948,15040,15151,15588,15692,15762,16057,16311,16621,16860,16975,17200,17646,18180,18692,19270,19943,20701,21196,21561,21665,21688,21712,22105,22410,22718,22977,22996,22943,23076,23073,22873,22917,22591,22792,22643
"29119","McDonald, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2291,2376,2466,2738,3231,3236,3231,3687,3941,4614,5428,6398,6952,7117,7272,8458,8812,9802,9571,9939,10930,11448,12264,12563,13368,14271,14876,16037,16548,17014,17653,18212,20546,19674,19799,21034,20916,20495,21004,22321,22057,22216,23101,23549,24786,26288,26988
"29121","Macon, MO","4","CA1","1","...","Personal income (thousands of dollars)",45544,50921,55132,62171,72044,72684,80592,85741,92522,108704,127422,126619,142224,155229,163558,182146,194910,200450,204214,202883,221385,220813,231697,240617,251606,257962,260953,281235,295704,299566,316539,344282,364813,366151,372927,410555,409684,434196,483818,528636,515994,474533,508934,495997,506680,519670,555572
"29121","Macon, MO","4","CA1","2","...","Population (persons) 1/",15783,15402,15335,15474,15645,16224,16116,16142,16192,16138,16059,16402,16724,16517,16397,16456,16268,16211,16019,15787,15518,15332,15219,15219,15334,15225,15345,15409,15533,15605,15755,15734,15613,15441,15568,15497,15595,15562,15533,15512,15509,15594,15472,15546,15479,15469,15335
"29121","Macon, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2886,3306,3595,4018,4605,4480,5001,5312,5714,6736,7935,7720,8504,9398,9975,11069,11981,12365,12748,12851,14266,14402,15224,15810,16408,16943,17006,18251,19037,19197,20091,21881,23366,23713,23955,26493,26270,27901,31148,34079,33271,30430,32894,31905,32733,33594,36229
"29123","Madison, MO","4","CA1","1","...","Personal income (thousands of dollars)",21097,23314,25148,28748,33543,37453,40528,45660,50279,59286,67701,76130,86070,92146,97393,101118,104254,108804,109249,115419,128194,133831,144308,150125,156529,164577,172158,179972,191863,195252,200639,210330,224238,231954,244846,271223,288503,305014,318653,339513,347450,342379,361910,374059,384174,398566,412151
"29123","Madison, MO","4","CA1","2","...","Population (persons) 1/",8841,8651,8884,9336,9684,9841,9999,10324,10469,10541,10763,10767,10916,10735,10684,10835,10882,11149,11123,11152,11161,11138,11215,11236,11261,11293,11281,11485,11545,11629,11757,11853,11855,11877,11835,11937,12007,12130,12310,12396,12313,12194,12326,12478,12410,12385,12408
"29123","Madison, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2386,2695,2831,3079,3464,3806,4053,4423,4803,5624,6290,7071,7885,8584,9116,9333,9580,9759,9822,10350,11486,12016,12867,13361,13900,14573,15261,15670,16619,16790,17065,17745,18915,19530,20688,22721,24028,25145,25886,27389,28218,28078,29362,29977,30957,32181,33217
"29125","Maries, MO","4","CA1","1","...","Personal income (thousands of dollars)",15548,17705,19048,22649,26754,28415,29973,35072,37869,43850,49751,51583,57055,61184,64000,73709,77410,81502,82380,87225,95264,99147,107905,115035,121858,124949,133667,144854,158647,162266,170833,178049,182790,183838,185578,196372,208488,216237,226452,242265,248169,251462,266593,269408,291124,295354,299450
"29125","Maries, MO","4","CA1","2","...","Population (persons) 1/",6906,6880,7097,7361,7346,7349,7412,7502,7495,7548,7754,7576,7660,7655,7813,7853,7819,7938,8186,8074,7986,7984,8179,8229,8308,8349,8345,8451,8567,8695,8776,8918,8822,8824,8850,9077,9170,9235,9281,9191,9122,9184,9205,9046,9064,9006,8963
"29125","Maries, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2251,2573,2684,3077,3642,3867,4044,4675,5053,5809,6416,6809,7448,7993,8191,9386,9900,10267,10064,10803,11929,12418,13193,13979,14668,14966,16018,17140,18518,18662,19466,19965,20720,20834,20969,21634,22736,23415,24400,26359,27206,27380,28962,29782,32119,32795,33410
"29127","Marion, MO","4","CA1","1","...","Personal income (thousands of dollars)",86052,93361,100362,108523,124781,131583,146120,157284,174398,193527,219267,233602,266362,276483,279931,306673,322785,327700,346462,355969,377877,391227,420633,451544,472538,504214,516378,554045,574652,592382,610114,648121,675320,677916,691684,733491,742318,798539,856552,923563,938776,951286,996168,1026149,1027405,1054401,1053444
"29127","Marion, MO","4","CA1","2","...","Population (persons) 1/",28337,28092,28027,28170,28272,28091,27760,27876,28245,28237,28178,28671,28743,28920,28950,28616,28423,28122,27996,27856,27635,27773,27794,28058,27989,28107,28243,28258,28307,28440,28309,28285,28115,28067,28282,28193,28309,28468,28365,28550,28720,28785,28791,28804,28850,28875,28880
"29127","Marion, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3037,3323,3581,3852,4414,4684,5264,5642,6174,6854,7781,8148,9267,9560,9669,10717,11356,11653,12375,12779,13674,14087,15134,16093,16883,17939,18283,19607,20301,20829,21552,22914,24020,24153,24457,26017,26222,28050,30197,32349,32687,33048,34600,35625,35612,36516,36477
"29129","Mercer, MO","4","CA1","1","...","Personal income (thousands of dollars)",12476,13926,13985,16813,20275,19133,21347,23868,25296,29114,34867,27493,36513,33392,31824,36061,41025,37933,40585,36559,41372,40654,43999,55220,53893,68079,65433,68329,80880,75612,72943,76335,78452,69460,76833,87564,89521,88525,95105,101810,103062,104741,108885,113252,119408,142939,121912
"29129","Mercer, MO","4","CA1","2","...","Population (persons) 1/",5056,4867,4748,4485,4747,4654,4824,4619,4605,4551,4497,4707,4783,4744,4583,4402,4221,4034,3914,3864,3736,3726,3689,3693,3780,3873,3978,3854,3823,3778,3742,3747,3750,3699,3717,3701,3684,3668,3684,3748,3776,3778,3784,3717,3684,3711,3694
"29129","Mercer, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2468,2861,2945,3749,4271,4111,4425,5167,5493,6397,7753,5841,7634,7039,6944,8192,9719,9403,10369,9461,11074,10911,11927,14953,14257,17578,16449,17729,21156,20014,19493,20372,20921,18778,20671,23660,24300,24134,25816,27164,27294,27724,28775,30469,32413,38518,33003
"29131","Miller, MO","4","CA1","1","...","Personal income (thousands of dollars)",42044,46973,50976,56669,64853,70304,77792,87507,97303,115034,129108,138888,150709,163840,174047,198376,210355,226782,228817,238537,260471,267272,276450,295779,318935,332094,343522,372319,396672,404615,424420,450817,487395,492995,522345,552533,566824,586588,601879,636106,625637,638421,659923,679823,697589,736299,755050
"29131","Miller, MO","4","CA1","2","...","Population (persons) 1/",15117,15119,15593,16462,16731,16611,16674,17099,17651,18216,18377,18605,18831,19011,19342,19758,20203,20395,20647,20510,20593,20776,20954,21410,21565,22083,22327,22745,23076,23089,23321,23617,23911,24082,24056,24488,24582,24759,24843,24867,24840,24728,24834,24736,25019,25077,25113
"29131","Miller, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2781,3107,3269,3442,3876,4232,4665,5118,5513,6315,7026,7465,8003,8618,8998,10040,10412,11119,11082,11630,12649,12864,13193,13815,14789,15038,15386,16369,17190,17524,18199,19089,20384,20472,21714,22563,23058,23692,24227,25580,25187,25818,26573,27483,27882,29362,30066
"29133","Mississippi, MO","4","CA1","1","...","Personal income (thousands of dollars)",33615,38162,43490,46406,57076,59298,64366,65720,81581,90611,104149,99836,115016,116202,122903,148835,146627,153250,155906,176763,192161,176811,186455,206040,199024,210596,209185,232096,237473,229225,235154,259002,275448,270064,316658,330033,311326,325646,345110,386960,383549,374013,399076,417771,459950,417102,388905
"29133","Mississippi, MO","4","CA1","2","...","Population (persons) 1/",17148,16715,17034,16773,16693,16261,16229,16363,16065,16053,15765,15742,15776,15768,15733,15548,15381,15114,14863,14882,14596,14440,14355,14148,14114,14094,13895,13805,13690,13704,13578,13395,13424,13526,13626,13669,13872,14033,14058,14087,14146,14325,14249,14298,14237,14221,14036
"29133","Mississippi, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1960,2283,2553,2767,3419,3647,3966,4016,5078,5644,6606,6342,7291,7369,7812,9573,9533,10140,10490,11878,13165,12245,12989,14563,14101,14942,15055,16812,17346,16727,17319,19336,20519,19966,23239,24145,22443,23206,24549,27469,27114,26109,28007,29219,32307,29330,27708
"29135","Moniteau, MO","4","CA1","1","...","Personal income (thousands of dollars)",32816,35378,38300,44785,52312,55393,58497,62504,66709,73831,83272,96878,108432,113277,121699,131302,139660,145229,146667,151165,163964,169654,182291,204893,211313,223072,234263,258455,277332,283734,293305,311661,328696,311984,330541,369625,369426,382792,419485,456541,449503,462235,466323,485861,490226,533000,529228
"29135","Moniteau, MO","4","CA1","2","...","Population (persons) 1/",10850,10752,10791,11372,11018,11163,11551,11642,11530,11598,11671,12127,12336,12273,12420,12575,12441,12368,12286,12224,12300,12350,12498,12709,12896,13249,13589,13874,14261,14395,14644,14847,14805,15006,15105,15082,15312,15340,15416,15424,15545,15620,15698,15685,15778,15882,15963
"29135","Moniteau, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3025,3290,3549,3938,4748,4962,5064,5369,5786,6366,7135,7989,8790,9230,9799,10442,11226,11742,11938,12366,13330,13737,14586,16122,16386,16837,17239,18629,19447,19711,20029,20992,22202,20791,21883,24508,24127,24954,27211,29599,28916,29593,29706,30976,31070,33560,33153
"29137","Monroe, MO","4","CA1","1","...","Personal income (thousands of dollars)",28341,31684,33981,38258,52576,47162,50840,48706,59698,67449,77284,74676,88265,93412,92923,105501,122003,118477,121375,123913,141371,137486,139956,149110,151650,151453,156260,172102,182929,184472,178671,208420,207681,203614,212743,249285,225134,244040,268396,289791,293238,293121,307318,301046,353498,360652,326275
"29137","Monroe, MO","4","CA1","2","...","Population (persons) 1/",9766,9552,9629,9710,9543,9582,9895,9874,9790,9871,9712,9706,9648,9694,9521,9415,9346,9294,9137,9102,9146,9122,8988,8943,8882,8887,8963,9039,9106,9161,9238,9329,9291,9259,9274,9254,9209,9219,9216,9157,9014,8798,8687,8688,8745,8695,8583
"29137","Monroe, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2902,3317,3529,3940,5509,4922,5138,4933,6098,6833,7958,7694,9149,9636,9760,11206,13054,12748,13284,13614,15457,15072,15571,16673,17074,17042,17434,19040,20089,20137,19341,22341,22353,21991,22940,26938,24447,26471,29123,31647,32531,33317,35377,34651,40423,41478,38014
"29139","Montgomery, MO","4","CA1","1","...","Personal income (thousands of dollars)",31422,35373,38262,42797,56375,57332,61267,60735,73945,82272,95519,93880,110315,113826,114214,131737,142846,147820,152126,151292,166205,164608,173473,188557,192953,200852,208555,234190,240359,248635,254174,275305,288844,288380,297383,322436,312492,328821,334828,358756,340985,360757,363260,365712,393553,399373,386566
"29139","Montgomery, MO","4","CA1","2","...","Population (persons) 1/",11120,10998,11060,11076,11219,11605,11698,11478,11668,11390,11450,11557,11614,11432,11384,11331,11255,11147,11160,11210,11203,11400,11334,11365,11472,11499,11629,11811,11815,12087,12143,12141,12120,12084,12095,12236,12285,12242,12299,12273,12179,12234,12223,12018,11937,11816,11703
"29139","Montgomery, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2826,3216,3459,3864,5025,4940,5237,5291,6337,7223,8342,8123,9498,9957,10033,11626,12692,13261,13631,13496,14836,14439,15306,16591,16819,17467,17934,19828,20344,20570,20932,22676,23832,23865,24587,26351,25437,26860,27224,29231,27998,29488,29719,30430,32969,33799,33031
"29141","Morgan, MO","4","CA1","1","...","Personal income (thousands of dollars)",27052,29206,33079,37332,46210,44215,49895,55650,61616,72548,81506,89645,102351,111103,122956,140582,149680,163885,168827,179595,194734,199694,211344,229128,250102,273541,284915,313287,325212,344954,355559,371518,418815,433851,459641,542720,537042,551899,559753,633644,641632,626039,678389,727156,743609,777721,795705
"29141","Morgan, MO","4","CA1","2","...","Population (persons) 1/",10164,10165,10658,11339,12117,12445,12964,12946,13449,13782,13705,13833,13907,14110,14497,14935,14947,15080,15349,15371,15433,15621,15627,15975,16381,16750,17177,17698,18157,18521,19038,19291,19543,19588,19831,20106,20273,20570,20716,20745,20566,20560,20394,20133,20217,20212,20171
"29141","Morgan, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2662,2873,3104,3292,3814,3553,3849,4299,4581,5264,5947,6481,7360,7874,8481,9413,10014,10868,10999,11684,12618,12784,13524,14343,15268,16331,16587,17702,17911,18625,18676,19259,21430,22149,23178,26993,26491,26830,27020,30544,31199,30449,33264,36118,36781,38478,39448
"29143","New Madrid, MO","4","CA1","1","...","Personal income (thousands of dollars)",43582,50227,68192,71994,85775,78915,91723,94377,120080,128671,140025,127085,155269,160080,166269,209163,198080,192197,216026,258100,248817,251391,274375,299344,294475,334484,326474,364748,364717,346520,360641,415146,432512,420313,469944,477624,469768,486963,524200,566891,550147,552816,592241,590237,596548,583076,563457
"29143","New Madrid, MO","4","CA1","2","...","Population (persons) 1/",24324,23572,24118,24636,24038,23857,23913,23938,23898,23667,22828,22923,22791,22789,22564,22316,22009,21810,21410,21111,21003,20917,20771,20828,20689,20664,20706,20576,20518,20346,19949,19657,19638,19416,19405,19235,18919,18821,18780,18805,18896,18935,18792,18483,18324,18248,18208
"29143","New Madrid, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1792,2131,2827,2922,3568,3308,3836,3943,5025,5437,6134,5544,6813,7024,7369,9373,9000,8812,10090,12226,11847,12019,13210,14372,14233,16187,15767,17727,17775,17031,18078,21119,22024,21648,24218,24831,24830,25873,27913,30146,29114,29195,31516,31934,32556,31953,30946
"29145","Newton, MO","4","CA1","1","...","Personal income (thousands of dollars)",92150,97900,105959,124148,147946,154930,168598,185306,202223,228071,254246,285309,326546,352138,383503,428681,461366,499232,519749,558773,603159,636520,682826,737678,795874,858830,906872,966980,1057157,1101216,1165596,1186479,1258193,1291536,1339365,1457478,1482202,1545347,1617727,1801716,1775816,1822146,1939990,1996687,1986089,2042343,2102596
"29145","Newton, MO","4","CA1","2","...","Population (persons) 1/",33152,33180,34278,35212,36066,37218,37664,37532,38858,39353,40219,40638,40883,41008,41694,42105,42517,42968,43415,43664,44071,44597,45353,46128,47033,47856,48499,49320,50230,51322,52082,52699,52939,53408,54347,55100,55941,56671,57470,57600,57946,58143,58823,59071,58781,58596,58615
"29145","Newton, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2780,2951,3091,3526,4102,4163,4476,4937,5204,5796,6322,7021,7987,8587,9198,10181,10851,11619,11972,12797,13686,14273,15056,15992,16922,17946,18699,19606,21046,21457,22380,22514,23767,24182,24645,26452,26496,27269,28149,31280,30646,31339,32980,33801,33788,34855,35871
"29147","Nodaway, MO","4","CA1","1","...","Personal income (thousands of dollars)",58151,62367,66706,77994,97647,83417,100405,104900,120220,139643,166499,150470,189328,188737,182073,214750,240728,240252,249376,254242,287848,299021,318722,332747,309196,340450,331543,377244,394093,398459,401746,437207,455742,451486,480204,540720,536071,538107,579451,606541,652079,636184,667099,664175,703838,699950,652037
"29147","Nodaway, MO","4","CA1","2","...","Population (persons) 1/",22773,22510,22788,23466,23090,22479,21759,22117,21948,22155,22030,22082,22383,22558,22568,22254,21867,21679,21686,21623,21664,21749,21595,21720,21702,21703,21853,21976,22072,21976,21951,21897,22070,22239,22319,22517,22588,22698,22804,23026,23242,23377,23431,23375,23225,23090,22810
"29147","Nodaway, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2554,2771,2927,3324,4229,3711,4614,4743,5477,6303,7558,6814,8459,8367,8068,9650,11009,11082,11499,11758,13287,13749,14759,15320,14247,15687,15172,17166,17855,18132,18302,19967,20650,20302,21515,24014,23733,23707,25410,26342,28056,27214,28471,28414,30305,30314,28586
"29149","Oregon, MO","4","CA1","1","...","Personal income (thousands of dollars)",18370,20122,21816,25671,30880,33949,36282,39320,40720,48331,54598,57778,64617,67179,72662,79833,83685,86466,86555,86499,93050,98005,105607,114075,119918,122115,126403,129106,142504,152062,157043,166386,183211,186434,193044,208222,216059,222603,222988,234178,238453,242330,257629,269270,270669,281177,288538
