"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"29203","Shannon, MO","4","CA1","1","...","Personal income (thousands of dollars)",15082,16360,17838,19753,22132,22431,23713,26648,27314,31267,35085,39559,44229,46168,48248,51927,54915,55733,57042,60235,69265,74723,82425,88977,96205,100867,103400,106507,115125,121697,126834,136649,142629,146549,153502,166130,168676,167621,168958,168176,174970,176574,181004,188381,191564,193845,200643
"29203","Shannon, MO","4","CA1","2","...","Population (persons) 1/",7347,7216,7367,7343,7576,7768,7786,7914,7854,7796,7817,7904,7967,7953,7929,7884,7789,7559,7609,7621,7671,7610,7624,7794,7863,8006,8072,8042,8209,8360,8335,8331,8303,8273,8213,8254,8300,8313,8402,8420,8446,8446,8423,8326,8273,8307,8258
"29203","Shannon, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2053,2267,2421,2690,2921,2888,3046,3367,3478,4011,4488,5005,5552,5805,6085,6586,7050,7373,7497,7904,9029,9819,10811,11416,12235,12599,12810,13244,14024,14557,15217,16402,17178,17714,18690,20127,20322,20164,20109,19973,20716,20906,21489,22626,23155,23335,24297
"29205","Shelby, MO","4","CA1","1","...","Personal income (thousands of dollars)",23733,27950,30099,33866,44104,36502,42477,41512,48106,54427,62860,54772,68061,69358,66607,77397,97231,93938,101698,97092,106823,104721,109543,115960,118672,124905,127881,145668,154238,139417,133716,166970,162670,144086,158772,183557,162343,178771,197331,210023,218604,216485,230980,224924,236232,270498,232475
"29205","Shelby, MO","4","CA1","2","...","Population (persons) 1/",8117,7944,8195,8093,7996,7896,8143,8138,8196,8022,7957,7830,7833,7792,7702,7577,7386,7279,7203,7099,7029,6922,6903,6903,6892,6915,6979,6946,6884,6865,6812,6790,6787,6724,6669,6661,6683,6533,6500,6421,6369,6376,6242,6236,6161,6129,6128
"29205","Shelby, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2924,3518,3673,4185,5516,4623,5216,5101,5869,6785,7900,6995,8689,8901,8648,10215,13164,12905,14119,13677,15197,15129,15869,16798,17219,18063,18324,20971,22405,20308,19629,24591,23968,21429,23807,27557,24292,27364,30359,32709,34323,33953,37004,36069,38343,44134,37937
"29207","Stoddard, MO","4","CA1","1","...","Personal income (thousands of dollars)",58161,63672,75830,83367,105170,105648,120969,131536,149919,167722,186740,184993,233400,236286,245911,304178,314010,317554,331023,365904,389402,381552,397229,445294,449068,477156,503339,545742,553356,543821,578353,620152,658345,665588,749173,807142,830519,857119,890597,990431,956671,964963,1049620,1086179,1100816,1025209,1034841
"29207","Stoddard, MO","4","CA1","2","...","Population (persons) 1/",26350,25872,26300,27072,26745,27195,27599,27869,28107,28583,28551,28972,28762,28505,28506,28634,28772,28685,28548,28478,28795,28907,28855,29030,29169,29350,29517,29697,29673,29834,29721,29756,29772,29976,29908,30064,30240,30314,30253,30062,29821,30022,29846,29833,29776,29870,29862
"29207","Stoddard, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2207,2461,2883,3079,3932,3885,4383,4720,5334,5868,6541,6385,8115,8289,8627,10623,10914,11070,11595,12849,13523,13199,13766,15339,15395,16257,17053,18377,18648,18228,19459,20841,22113,22204,25049,26847,27464,28275,29438,32946,32080,32142,35168,36409,36970,34322,34654
"29209","Stone, MO","4","CA1","1","...","Personal income (thousands of dollars)",27117,32201,36239,42429,49304,52238,59605,70450,78327,89976,101389,116767,131487,144578,162849,188174,206118,225678,231550,243643,270256,288002,319825,366488,418797,448772,483806,520418,548941,580673,608966,657499,639020,662778,698251,729942,755645,803949,835622,883430,891405,872271,889131,925108,964609,1018942,1041831
"29209","Stone, MO","4","CA1","2","...","Population (persons) 1/",9960,9995,10289,11180,11793,12299,12698,13121,13848,14318,14910,15658,15911,15859,16417,16927,17196,17683,18060,18350,18699,19197,19841,20916,22370,24225,25575,26453,26909,27372,28170,28600,28841,29347,30044,30542,30800,31546,31966,32119,32214,32058,31867,31627,31337,31101,30943
"29209","Stone, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2723,3222,3522,3795,4181,4247,4694,5369,5656,6284,6800,7457,8264,9116,9920,11117,11986,12762,12821,13278,14453,15002,16119,17522,18721,18525,18917,19673,20400,21214,21618,22989,22157,22584,23241,23900,24534,25485,26141,27505,27671,27209,27901,29251,30782,32762,33669
"29211","Sullivan, MO","4","CA1","1","...","Personal income (thousands of dollars)",22939,24821,23316,27328,30901,28678,35419,33943,38343,46383,54203,47725,59363,60677,60751,67074,68976,67793,72049,69827,76872,75811,82553,87127,95957,106920,115148,125865,154677,142651,141488,148620,147681,139418,137322,158287,169103,176596,192652,217747,216194,215511,231692,221625,235198,276749,232962
"29211","Sullivan, MO","4","CA1","2","...","Population (persons) 1/",7821,7516,7367,7620,7726,7725,7559,7386,7368,7413,7538,7418,7341,7224,7173,7077,6929,6702,6533,6452,6360,6332,6325,6363,6426,6489,6666,6851,6971,7288,7192,7227,7237,7247,7042,6925,6840,6783,6706,6736,6689,6721,6671,6563,6500,6474,6353
"29211","Sullivan, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2933,3302,3165,3586,4000,3712,4686,4596,5204,6257,7191,6434,8087,8399,8469,9478,9955,10115,11028,10823,12087,11973,13052,13693,14933,16477,17274,18372,22189,19573,19673,20565,20406,19238,19500,22857,24723,26035,28728,32326,32321,32065,34731,33769,36184,42748,36670
"29213","Taney, MO","4","CA1","1","...","Personal income (thousands of dollars)",38196,43249,50814,57919,67837,75922,87336,97538,111447,124622,141699,159501,180486,198932,223500,248682,268045,290430,300787,324837,356942,377906,421877,505824,602051,652739,670048,714469,764894,818891,856041,943091,975877,996280,1047557,1091810,1135386,1229612,1344785,1426185,1465072,1505103,1576618,1615613,1645363,1712806,1766779
"29213","Taney, MO","4","CA1","2","...","Population (persons) 1/",12871,13216,14013,15197,16822,17282,17451,18104,18986,19758,20307,20592,21051,21413,22242,23103,23777,24089,24622,24740,25049,25773,26703,28207,30434,32291,33892,35269,36351,37197,38743,40059,40609,41554,42447,43381,44635,46200,48020,49711,50794,51925,52640,52992,53414,54138,54592
"29213","Taney, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2968,3272,3626,3811,4033,4393,5005,5388,5870,6307,6978,7746,8574,9290,10049,10764,11273,12057,12216,13130,14250,14663,15799,17933,19782,20214,19770,20258,21042,22015,22095,23543,24031,23976,24679,25168,25437,26615,28005,28690,28843,28986,29951,30488,30804,31638,32363
"29215","Texas, MO","4","CA1","1","...","Personal income (thousands of dollars)",41744,46138,50951,55191,62247,67132,78619,86510,93479,108161,120115,134750,145835,156150,168082,179579,189785,201071,205692,213229,228979,235779,247850,264504,281402,283884,293533,313649,334849,347807,359318,389334,444743,437313,456406,490421,502880,503847,532098,571402,587541,597618,629049,639274,643860,660518,654140
"29215","Texas, MO","4","CA1","2","...","Population (persons) 1/",18449,18413,18845,19740,20077,20461,20269,20408,20620,20634,20914,21118,21263,21078,21206,21438,21370,21258,21136,21298,21315,21497,21827,21857,21965,22258,22511,22668,22706,22786,22940,23049,24174,24464,24388,24845,24961,25385,25490,25597,25790,26028,25935,25757,25638,25654,25690
"29215","Texas, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2263,2506,2704,2796,3100,3281,3879,4239,4533,5242,5743,6381,6859,7408,7926,8377,8881,9459,9732,10012,10743,10968,11355,12102,12811,12754,13040,13837,14747,15264,15663,16892,18398,17876,18714,19739,20147,19848,20875,22323,22782,22961,24255,24819,25114,25747,25463
"29217","Vernon, MO","4","CA1","1","...","Personal income (thousands of dollars)",49319,53661,60553,66006,79796,82159,97540,104800,114969,126550,141529,156601,184565,181203,197280,217275,228435,231473,234196,249044,272174,272303,292984,297477,320230,344996,346938,380281,397475,392893,403496,443754,458217,448983,472633,505580,503504,501191,529023,593080,601308,613263,645590,668047,680606,719808,689946
"29217","Vernon, MO","4","CA1","2","...","Population (persons) 1/",19483,19028,18940,19059,19384,19486,19936,19735,19917,19665,19465,19834,19905,19504,19609,19639,19451,19500,19436,19244,19138,19050,19263,18992,19289,19543,19824,19856,20024,20322,20427,20428,20514,20454,20481,20620,20722,20715,20746,20891,21071,21124,20980,20762,20889,20935,20826
"29217","Vernon, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2531,2820,3197,3463,4117,4216,4893,5310,5772,6435,7271,7896,9272,9291,10061,11063,11744,11870,12050,12941,14222,14294,15210,15663,16602,17653,17501,19152,19850,19333,19753,21723,22337,21951,23077,24519,24298,24195,25500,28389,28537,29032,30772,32176,32582,34383,33129
"29219","Warren, MO","4","CA1","1","...","Personal income (thousands of dollars)",33275,35719,40922,48364,59342,62854,71151,77255,86817,103399,119921,131163,149956,164002,176392,208098,228907,245781,256235,270186,291121,298215,320598,342464,362394,396773,421336,455534,501826,512845,556369,597467,646605,663578,701626,784349,832294,908286,959989,1034294,1008667,1012590,1061346,1092379,1120533,1160376,1197400
"29219","Warren, MO","4","CA1","2","...","Population (persons) 1/",9728,9797,10385,11226,11827,12252,12907,12998,13556,14671,14634,15024,15489,15586,15912,16316,17222,17963,18467,18972,19215,19616,20051,20435,20884,21223,21849,22154,22765,23420,24071,24745,25426,26266,27169,27971,29095,30175,31152,31975,32320,32578,32618,32791,33041,33253,33513
"29219","Warren, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3421,3646,3940,4308,5018,5130,5513,5944,6404,7048,8195,8730,9681,10522,11085,12754,13292,13683,13875,14241,15151,15203,15989,16759,17353,18695,19284,20562,22044,21898,23114,24145,25431,25264,25825,28042,28606,30101,30816,32347,31209,31082,32539,33313,33913,34895,35729
"29221","Washington, MO","4","CA1","1","...","Personal income (thousands of dollars)",35188,39511,43638,48851,55395,62558,68077,77826,85391,85902,99939,116510,127552,132301,138689,152024,162300,172427,173791,183657,204101,220879,233824,243375,256518,277438,298861,336169,356590,360803,370855,390003,416221,423712,442470,464739,484402,510253,540257,573771,583352,592533,621091,643857,651641,657823,684214
"29221","Washington, MO","4","CA1","2","...","Population (persons) 1/",15196,15127,15403,16026,16309,16139,16839,16448,16834,17537,17674,18031,18189,18138,18301,18613,18811,19028,19313,19535,20013,20472,20583,20735,21117,21400,21786,22120,22522,22834,23067,23395,23514,23796,23956,24174,24211,24619,24856,25113,25111,25177,25108,25104,25162,25076,24788
"29221","Washington, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2316,2612,2833,3048,3397,3876,4043,4732,5073,4898,5655,6462,7013,7294,7578,8168,8628,9062,8999,9401,10198,10789,11360,11737,12147,12964,13718,15198,15833,15801,16077,16670,17701,17806,18470,19225,20008,20726,21735,22848,23231,23535,24737,25648,25898,26233,27603
"29223","Wayne, MO","4","CA1","1","...","Personal income (thousands of dollars)",15438,17822,20084,22135,25522,27792,33062,37460,41659,47731,52928,58644,66828,71284,80869,88223,93937,99194,102622,106067,115228,121317,133178,141730,147459,155896,166838,175770,188716,194000,205979,220438,239665,244828,257619,271933,280776,287361,296041,320883,331185,328796,338535,344445,350023,350590,367437
"29223","Wayne, MO","4","CA1","2","...","Population (persons) 1/",8765,8655,9169,9667,9952,9987,10559,10742,11065,11356,11307,11310,11424,11351,11401,11400,11427,11332,11463,11554,11516,11564,11889,12156,12377,12630,12720,12921,12996,13214,13194,13259,13368,13318,13435,13394,13514,13429,13356,13397,13486,13509,13382,13373,13412,13415,13405
"29223","Wayne, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1761,2059,2190,2290,2565,2783,3131,3487,3765,4203,4681,5185,5850,6280,7093,7739,8221,8753,8952,9180,10006,10491,11202,11659,11914,12343,13116,13603,14521,14681,15612,16626,17928,18383,19175,20303,20777,21399,22165,23952,24558,24339,25298,25757,26098,26134,27410
"29225","Webster, MO","4","CA1","1","...","Personal income (thousands of dollars)",41885,45086,49218,56905,63983,72198,78637,88724,98465,111769,121063,136897,154803,163683,179194,200320,217100,234275,239520,255401,280382,294431,309289,338615,368402,398167,424571,453078,486880,508790,535181,572858,631271,643125,688977,758012,795015,859683,901464,943256,938336,960310,1002280,1038614,1049278,1121574,1180829
"29225","Webster, MO","4","CA1","2","...","Population (persons) 1/",15692,15687,16208,17115,17781,18170,18633,18603,18804,19492,19815,20466,20635,20739,21270,21756,22121,22529,22972,23594,23686,23794,24052,24510,25426,26248,27197,28078,28893,29634,30463,31219,31863,32299,32680,33394,34005,34692,35477,35938,35997,36273,36296,36326,36463,36880,37483
"29225","Webster, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2669,2874,3037,3325,3598,3973,4220,4769,5236,5734,6110,6689,7502,7893,8425,9208,9814,10399,10427,10825,11837,12374,12859,13815,14489,15169,15611,16136,16851,17169,17568,18350,19812,19912,21083,22699,23379,24780,25410,26247,26067,26475,27614,28591,28777,30411,31503
"29227","Worth, MO","4","CA1","1","...","Personal income (thousands of dollars)",8411,9050,8940,11074,14999,11672,13350,14311,15170,16988,21022,16344,24274,22628,20303,24443,30316,29473,29435,28261,30712,32744,33643,35052,34700,38766,35379,39227,41840,41975,42762,45465,50060,49384,53462,58066,55672,55664,56572,61015,67376,66668,68777,70825,79651,92518,76489
"29227","Worth, MO","4","CA1","2","...","Population (persons) 1/",3384,3367,3421,3417,3252,3195,3365,3286,3235,3238,3215,3012,3023,3020,2944,2869,2721,2684,2647,2559,2483,2436,2458,2408,2421,2435,2414,2385,2421,2376,2385,2382,2324,2320,2291,2269,2231,2202,2217,2166,2199,2155,2126,2081,2082,2062,2057
"29227","Worth, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2486,2688,2613,3241,4612,3653,3967,4355,4689,5246,6539,5426,8030,7493,6896,8520,11141,10981,11120,11044,12369,13442,13687,14556,14333,15920,14656,16447,17282,17666,17930,19087,21540,21286,23336,25591,24954,25279,25517,28169,30639,30936,32350,34034,38257,44868,37185
"29229","Wright, MO","4","CA1","1","...","Personal income (thousands of dollars)",31586,35852,39463,44170,51068,54772,59062,66854,73499,82400,92977,101110,114798,116958,125855,140113,147000,153108,164031,167550,184577,186459,191350,207054,219936,231338,246445,257601,278363,290940,297747,308049,343365,342696,351167,369711,379695,385297,393775,426367,424937,438239,453072,467221,468809,491356,487219
"29229","Wright, MO","4","CA1","2","...","Population (persons) 1/",13868,13772,14228,14711,15132,15240,15287,15682,15865,15802,15850,16222,16324,16349,16421,16586,16539,16477,16605,16653,16647,16772,16672,16651,16791,17013,17635,18013,17967,17910,18025,17926,17963,18147,18217,18226,18489,18554,18713,18904,18633,18857,18635,18611,18427,18303,18268
"29229","Wright, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2278,2603,2774,3003,3375,3594,3864,4263,4633,5215,5866,6233,7032,7154,7664,8448,8888,9292,9878,10061,11088,11117,11477,12435,13098,13598,13975,14301,15493,16245,16519,17184,19115,18884,19277,20285,20536,20766,21043,22554,22806,23240,24313,25105,25441,26846,26671
"29510","St. Louis (Independent City), MO","4","CA1","1","...","Personal income (thousands of dollars)",2194103,2387826,2511139,2612644,2725975,2888629,3047865,3203700,3431345,3682055,3986145,4331468,4665762,4929431,5235231,5639427,5873844,6064551,6364649,6538439,6803186,6943225,7254068,7338509,7502981,7660784,7713132,7794019,8122459,8219762,8394123,8815931,9172806,9199921,9063933,9340370,9280891,9716669,9940434,11351771,11176712,11245965,11930661,12252956,12640601,12637082,13142730
"29510","St. Louis (Independent City), MO","4","CA1","2","...","Population (persons) 1/",643197,619269,602599,579612,539315,530777,513997,505327,486949,470774,457502,451112,443363,434672,430592,428647,426737,424981,418979,412231,403421,395857,393896,389023,382415,376039,368822,362042,357120,352939,350156,347144,343243,338457,334893,330988,324945,320131,317959,317955,318842,319289,319104,319083,318157,317222,315685
"29510","St. Louis (Independent City), MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3411,3856,4167,4508,5055,5442,5930,6340,7047,7821,8713,9602,10524,11341,12158,13156,13765,14270,15191,15861,16864,17540,18416,18864,19620,20372,20913,21528,22744,23289,23973,25396,26724,27182,27065,28220,28561,30352,31263,35702,35054,35222,37388,38401,39731,39837,41632
"Note: See the included footnote file."
"CA1: Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Last updated: November 17, 2016-- new estimates for 2015; revised estimates for 1998-2014."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Income Division"
